PMAID,LocID,Name,Address,ZIP Code,X Coord,Y Coord,Location 1
349,1202,Boylston Place,815 Broadway,98104,-122.32094,47.609976,"{'longitude': '-122.32094', 'needs_recoding': False, 'latitude': '47.609976'}"
401,1203,Bradner Gardens Park,1730 Bradner Pl S,98144,-122.295426,47.587419,"{'longitude': '-122.295426', 'needs_recoding': False, 'latitude': '47.587419'}"
402,1115,Brighton Playfield,6000 39th Ave S,98118,-122.2821,47.548387,"{'longitude': '-122.2821', 'needs_recoding': False, 'latitude': '47.548387'}"
3997,1207,Broadview Park,Greenwood Ave N & N 122nd St,98133,-122.355836,47.717936,"{'longitude': '-122.355836', 'needs_recoding': False, 'latitude': '47.717936'}"
482,1082,Bryant Neighborhood Playground,4103 NE 65th St,98115,-122.283644,47.675299,"{'longitude': '-122.283644', 'needs_recoding': False, 'latitude': '47.675299'}"
496,1083,Burke-Gilman Playground Park,5201 Sand Point Way NE,98105,-122.282623,47.666634,"{'longitude': '-122.282623', 'needs_recoding': False, 'latitude': '47.666634'}"
3102,1211,Cal Anderson Park and Bobby Morris Playfield,1635 11th Ave,98122,-122.319134,47.617013,"{'longitude': '-122.319134', 'needs_recoding': False, 'latitude': '47.617013'}"
448,1212,California Place,2099 California Ave SW,98116,-122.386696,47.585641,"{'longitude': '-122.386696', 'needs_recoding': False, 'latitude': '47.585641'}"
4154,1213,Camp Long,5200 35th Ave SW,98126,-122.373161,47.556242,"{'longitude': '-122.373161', 'needs_recoding': False, 'latitude': '47.556242'}"
240,1227,Carkeek Park,950 NW Carkeek Park Rd,98117,-122.379763,47.712194,"{'longitude': '-122.379763', 'needs_recoding': False, 'latitude': '47.712194'}"
305,1232,Carleton Center,2319 Westmont Way W,98199,-122.406385,47.639414,"{'longitude': '-122.406385', 'needs_recoding': False, 'latitude': '47.639414'}"
4049,1233,Carleton Highlands,3298 Perkins Ln W,98199,-122.415934,47.650028,"{'longitude': '-122.415934', 'needs_recoding': False, 'latitude': '47.650028'}"
3902,1235,Cascade Place,5119 Palmer Ct NW,98107,-122.358092,47.666216,"{'longitude': '-122.358092', 'needs_recoding': False, 'latitude': '47.666216'}"
350,1117,Cascade Playground,333 Pontius Ave N,98109,-122.332355,47.621405,"{'longitude': '-122.332355', 'needs_recoding': False, 'latitude': '47.621405'}"
4167,1237,Cedar Park,3737 NE 135th St,98125,-122.288042,47.725808,"{'longitude': '-122.288042', 'needs_recoding': False, 'latitude': '47.725808'}"
4448,1245,Cesar Chavez Park,700 S Cloverdale St,98108,-122.32562,47.52678,"{'longitude': '-122.32562', 'needs_recoding': False, 'latitude': '47.52678'}"
80,2497,Charles Richey Sr Viewpoint,3521 Beach Dr SW,98116,-122.413877,47.57242,"{'longitude': '-122.413877', 'needs_recoding': False, 'latitude': '47.57242'}"
4214,2532,Cheasty Boulevard,Cheasty Blvd S & S Della St,98144,-122.299204,47.572682,"{'longitude': '-122.299204', 'needs_recoding': False, 'latitude': '47.572682'}"
258,2021,Cheasty GS: Cheasty Blvd,Cheasty Blvd S & S Della St,98144,-122.299204,47.572682,"{'longitude': '-122.299204', 'needs_recoding': False, 'latitude': '47.572682'}"
421,1249,Chinook Beach Park,700 S Cloverdale St,98118,-122.258376,47.520135,"{'longitude': '-122.258376', 'needs_recoding': False, 'latitude': '47.520135'}"
595,1250,Christie Park,817 NE 43rd St,98105,-122.319072,47.659308,"{'longitude': '-122.319072', 'needs_recoding': False, 'latitude': '47.659308'}"
306,1252,City Hall Park,450 3rd Ave,98119,-122.329875,47.602022,"{'longitude': '-122.329875', 'needs_recoding': False, 'latitude': '47.602022'}"
404,2026,Cleveland Playfield,5512 13th Ave S,98108,-122.315542,47.552012,"{'longitude': '-122.315542', 'needs_recoding': False, 'latitude': '47.552012'}"
3985,1261,Coe Play Park,2420 7th Ave W,98119,-122.365952,47.640108,"{'longitude': '-122.365952', 'needs_recoding': False, 'latitude': '47.640108'}"
3922,2503,College Street Park,30th Ave S & S College St,98144,-122.294616,47.582697,"{'longitude': '-122.294616', 'needs_recoding': False, 'latitude': '47.582697'}"
260,2504,College Street Ravine,5050 SW College St,98116,-122.395546,47.583406,"{'longitude': '-122.395546', 'needs_recoding': False, 'latitude': '47.583406'}"
405,1263,Colman Park,1800 Lake Washington Blvd S,98144,-122.288612,47.58547,"{'longitude': '-122.288612', 'needs_recoding': False, 'latitude': '47.58547'}"
406,1121,Colman Playground,1740 23rd Ave S,98122,-122.301957,47.587625,"{'longitude': '-122.301957', 'needs_recoding': False, 'latitude': '47.587625'}"
4034,1271,Columbia Park,4721 Rainier Ave S,98118,-122.287394,47.559792,"{'longitude': '-122.287394', 'needs_recoding': False, 'latitude': '47.559792'}"
308,1272,Commodore Park,3330 W Commodore Way,98107,-122.40014,47.66538,"{'longitude': '-122.40014', 'needs_recoding': False, 'latitude': '47.66538'}"
4017,1275,Corliss Place,2166 N 50th St,98103,-122.330874,47.665198,"{'longitude': '-122.330874', 'needs_recoding': False, 'latitude': '47.665198'}"
295,1276,Cormorant Cove,3701 Beach Dr SW,98116,-122.412089,47.570984,"{'longitude': '-122.412089', 'needs_recoding': False, 'latitude': '47.570984'}"
4462,1277,Cottage Grove Park,5206 26th Ave SW,98106,-122.365311,47.554364,"{'longitude': '-122.365311', 'needs_recoding': False, 'latitude': '47.554364'}"
4438,1084,Counterbalance Park: An Urban Oasis,700 Queen Anne Ave N,98109,-122.356323,47.625683,"{'longitude': '-122.356323', 'needs_recoding': False, 'latitude': '47.625683'}"
483,1279,Cowen Park,5849 15th Ave NE,98105,-122.313072,47.672596,"{'longitude': '-122.313072', 'needs_recoding': False, 'latitude': '47.672596'}"
4018,1280,Crescent Place,7515 Orin Ct N,98103,-122.333029,47.684317,"{'longitude': '-122.333029', 'needs_recoding': False, 'latitude': '47.684317'}"
4070,1281,Crown Hill Glen,8735 19th Ave NW,98117,-122.381394,47.693703,"{'longitude': '-122.381394', 'needs_recoding': False, 'latitude': '47.693703'}"
4469,1282,Crown Hill Park,9089 Holman Rd NW,98117,-122.373976,47.696071,"{'longitude': '-122.373976', 'needs_recoding': False, 'latitude': '47.696071'}"
4400,1285,Daejeon Park,1144 Sturgus Ave S,98144,-122.312163,47.59192,"{'longitude': '-122.312163', 'needs_recoding': False, 'latitude': '47.59192'}"
499,1819,Dahl Playfield,7700 25th Ave NE,98115,-122.299309,47.685267,"{'longitude': '-122.299309', 'needs_recoding': False, 'latitude': '47.685267'}"
575,1287,Dakota Place Park,4304 SW Dakota St,98116,-122.387164,47.566844,"{'longitude': '-122.387164', 'needs_recoding': False, 'latitude': '47.566844'}"
331,1289,David Rodgers Park,2800 1st Ave W,98119,-122.359484,47.644135,"{'longitude': '-122.359484', 'needs_recoding': False, 'latitude': '47.644135'}"
4082,2505,Day Street Boat Ramp,1402 Lakeside Ave S,98144,-122.285154,47.59026,"{'longitude': '-122.285154', 'needs_recoding': False, 'latitude': '47.59026'}"
408,1291,Dearborn Park,2919 S Brandon St,98126,-122.296225,47.553389,"{'longitude': '-122.296225', 'needs_recoding': False, 'latitude': '47.553389'}"
450,1124,Delridge Playfield,4458 Delridge Way SW,98106,-122.364371,47.562842,"{'longitude': '-122.364371', 'needs_recoding': False, 'latitude': '47.562842'}"
3980,1298,Denny Blaine Lake Park,100 Maiden Ln E,98112,-122.284838,47.61833,"{'longitude': '-122.284838', 'needs_recoding': False, 'latitude': '47.61833'}"
3982,1300,Denny Blaine Park,200 Lake Washington Blvd E,98112,-122.280548,47.62011,"{'longitude': '-122.280548', 'needs_recoding': False, 'latitude': '47.62011'}"
309,1297,Denny Park,100 Dexter Ave N,98109,-122.341049,47.61913,"{'longitude': '-122.341049', 'needs_recoding': False, 'latitude': '47.61913'}"
310,1301,Discovery Park,3801 Discovery Park Blvd,98199,-122.415282,47.66083,"{'longitude': '-122.415282', 'needs_recoding': False, 'latitude': '47.66083'}"
3917,1085,Don Armeni Park,1222 Harbor Ave SW,98116,-122.382295,47.59274,"{'longitude': '-122.382295', 'needs_recoding': False, 'latitude': '47.59274'}"
395,2496,Dr. Blanche Lavizzo Park,2100 S Jackson St,98144,-122.304179,47.600278,"{'longitude': '-122.304179', 'needs_recoding': False, 'latitude': '47.600278'}"
433,2490,Dr. Jose Rizal Park,1007 12th Ave S,98144,-122.318094,47.593859,"{'longitude': '-122.318094', 'needs_recoding': False, 'latitude': '47.593859'}"
705,1304,Duwamish Waterway Park,7900 10th Ave S,98106,-122.319694,47.531156,"{'longitude': '-122.319694', 'needs_recoding': False, 'latitude': '47.531156'}"
458,2534,E.C. Hughes Playground,2805 SW Holden St,98126,-122.369545,47.532805,"{'longitude': '-122.369545', 'needs_recoding': False, 'latitude': '47.532805'}"
374,1305,East Montlake Park,2802 E Park Drive East,98112,-122.301441,47.646662,"{'longitude': '-122.301441', 'needs_recoding': False, 'latitude': '47.646662'}"
4241,2507,East Portal Viewpoint,1400 Lake Washington Blvd S,98144,-122.287893,47.590222,"{'longitude': '-122.287893', 'needs_recoding': False, 'latitude': '47.590222'}"
329,2535,East Queen Anne Playground,1912 Warren Ave N,98109,-122.353786,47.636139,"{'longitude': '-122.353786', 'needs_recoding': False, 'latitude': '47.636139'}"
3977,0,Eastlake Triangle,10th Ave E & E Prospect St,98109,-122.328918,47.62841,"{'longitude': '-122.328918', 'needs_recoding': False, 'latitude': '47.62841'}"
4012,1308,Eastmont Place,2201 Westmont Way W,98199,-122.405566,47.637689,"{'longitude': '-122.405566', 'needs_recoding': False, 'latitude': '47.637689'}"
1000003,0,Eddie Vine Boat Ramp,8001 Seaview Ave NW,98117,-122.403454,47.686852,"{'longitude': '-122.403454', 'needs_recoding': False, 'latitude': '47.686852'}"
318,1311,Ella Bailey Park,2601 W Smith St,98199,-122.39106,47.640584,"{'longitude': '-122.39106', 'needs_recoding': False, 'latitude': '47.640584'}"
3920,1086,Emma Schmitz Memorial Overlook,4503 Beach Dr SW,98116,-122.40712,47.562898,"{'longitude': '-122.40712', 'needs_recoding': False, 'latitude': '47.562898'}"
1653,1314,Endolyne Park,9827 49th Ave SW,98116,-122.39438,47.514542,"{'longitude': '-122.39438', 'needs_recoding': False, 'latitude': '47.514542'}"
4454,1316,Ercolini Park,4542 48th Ave SW,98116,-122.394275,47.515021,"{'longitude': '-122.394275', 'needs_recoding': False, 'latitude': '47.515021'}"
452,1127,Fairmount Playfield,5400 Fauntleroy Way SW,98136,-122.380549,47.554041,"{'longitude': '-122.380549', 'needs_recoding': False, 'latitude': '47.554041'}"
2975,1323,Fairview Park,2900 Fairview Ave E,98102,-122.325368,47.647413,"{'longitude': '-122.325368', 'needs_recoding': False, 'latitude': '47.647413'}"
4155,1461,Fairview Walkway,1251 Fairview Ave. N,98109,-122.328967,47.630501,"{'longitude': '-122.328967', 'needs_recoding': False, 'latitude': '47.630501'}"
3149,1324,Fauntleroy Creek Ravine,9102 Fauntleroy Way SW,98136,-122.392498,47.522599,"{'longitude': '-122.392498', 'needs_recoding': False, 'latitude': '47.522599'}"
453,1325,Fauntleroy Park,3951 SW Barton St,98136,-122.383222,47.5192,"{'longitude': '-122.383222', 'needs_recoding': False, 'latitude': '47.5192'}"
3921,1326,Fauntleroy Place,4501 Fauntleroy Way SW,98126,-122.379834,47.562715,"{'longitude': '-122.379834', 'needs_recoding': False, 'latitude': '47.562715'}"
413,2498,Ferdinand Street Boat Ramp,5018 Lake Washington Blvd S,98118,-122.264912,47.561358,"{'longitude': '-122.264912', 'needs_recoding': False, 'latitude': '47.561358'}"
351,1331,Firehouse Mini Park,712 18th Ave,98122,-122.308558,47.608448,"{'longitude': '-122.308558', 'needs_recoding': False, 'latitude': '47.608448'}"
3910,1332,First Hill Park,1201 University St,98101,-122.325512,47.611906,"{'longitude': '-122.325512', 'needs_recoding': False, 'latitude': '47.611906'}"
3948,1333,Fletcher Place,9285 Waters Ave S,98118,-122.261484,47.519093,"{'longitude': '-122.261484', 'needs_recoding': False, 'latitude': '47.519093'}"
363,1334,Flo Ware Park,2800 S Jackson St,98144,-122.295868,47.599557,"{'longitude': '-122.295868', 'needs_recoding': False, 'latitude': '47.599557'}"
312,2390,Freeway Park - Jim Ellis Freeway Park,700 Seneca St,98101,-122.330904,47.609472,"{'longitude': '-122.330904', 'needs_recoding': False, 'latitude': '47.609472'}"
4011,1341,Fremont Canal Park,199 N Canal St,98103,-122.357864,47.651802,"{'longitude': '-122.357864', 'needs_recoding': False, 'latitude': '47.651802'}"
4424,1343,Fremont Peak Park,4357 Palatine Ave N,98103,-122.356671,47.661108,"{'longitude': '-122.356671', 'needs_recoding': False, 'latitude': '47.661108'}"
392,1345,Frink Park,398 Lake Washington Blvd S,98144,-122.290256,47.599506,"{'longitude': '-122.290256', 'needs_recoding': False, 'latitude': '47.599506'}"
287,1128,Froula Playground,7200 12th Ave NE,98115,-122.313978,47.680538,"{'longitude': '-122.313978', 'needs_recoding': False, 'latitude': '47.680538'}"
353,1130,Garfield Playfield,537 25th Ave,98122,-122.301412,47.607098,"{'longitude': '-122.301412', 'needs_recoding': False, 'latitude': '47.607098'}"
293,1349,Gas Works Park,2101 N Northlake Way,98103,-122.334906,47.645639,"{'longitude': '-122.334906', 'needs_recoding': False, 'latitude': '47.645639'}"
409,1786,Genesee Park and Playfield,4316 S Genesee St,98118,-122.278744,47.564856,"{'longitude': '-122.278744', 'needs_recoding': False, 'latitude': '47.564856'}"
410,2094,Georgetown Playfield,750 S Homer St,98108,-122.321396,47.55162,"{'longitude': '-122.321396', 'needs_recoding': False, 'latitude': '47.55162'}"
3759,1359,Gerber Park,575 M L King Jr Way S,98122,-122.296568,47.607709,"{'longitude': '-122.296568', 'needs_recoding': False, 'latitude': '47.607709'}"
242,1134,Gilman Playground,923 NW 54th St,98107,-122.369684,47.667292,"{'longitude': '-122.369684', 'needs_recoding': False, 'latitude': '47.667292'}"
243,1361,Golden Gardens Park,8498 Seaview Pl NW,98117,-122.403454,47.686852,"{'longitude': '-122.403454', 'needs_recoding': False, 'latitude': '47.686852'}"
354,1346,Grand Army of the Republic Cemetery,1200 E Howe St,98102,-122.316261,47.636461,"{'longitude': '-122.316261', 'needs_recoding': False, 'latitude': '47.636461'}"
307,1366,Green Lake Park,7201 E Greenlake Dr N,98115,-122.330394,47.678938,"{'longitude': '-122.330394', 'needs_recoding': False, 'latitude': '47.678938'}"
4408,1369,Greenwood Park,602 N 87th St,98117,-122.350647,47.693048,"{'longitude': '-122.350647', 'needs_recoding': False, 'latitude': '47.693048'}"
245,1371,Greenwood Triangle,304 NW 55th St,98107,-122.361032,47.668902,"{'longitude': '-122.361032', 'needs_recoding': False, 'latitude': '47.668902'}"
4157,1372,Greg Davis Park,2600 SW Brandon St,98106,-122.366001,47.55437,"{'longitude': '-122.366001', 'needs_recoding': False, 'latitude': '47.55437'}"
454,1375,Hamilton Viewpoint Park,1120 California Ave SW,98116,-122.38907,47.590748,"{'longitude': '-122.38907', 'needs_recoding': False, 'latitude': '47.590748'}"
355,0,Harborview Park,779 Alder St,98104,-122.323693,47.603014,"{'longitude': '-122.323693', 'needs_recoding': False, 'latitude': '47.603014'}"
356,1377,Harrison Ridge Greenbelt,138 32nd Ave E,98112,-122.290339,47.619711,"{'longitude': '-122.290339', 'needs_recoding': False, 'latitude': '47.619711'}"
3695,1378,Harvard-Miller/Roanoke Annex,2351 Broadway E,98102,-122.321643,47.641091,"{'longitude': '-122.321643', 'needs_recoding': False, 'latitude': '47.641091'}"
4412,1381,Herring's House Park (T'ul'altx),4570 West Marginal Way SW,98106,-122.349545,47.561514,"{'longitude': '-122.349545', 'needs_recoding': False, 'latitude': '47.561514'}"
456,1788,Hiawatha Playfield,2700 California Ave SW,98116,-122.384965,47.578272,"{'longitude': '-122.384965', 'needs_recoding': False, 'latitude': '47.578272'}"
3983,1383,Highland Drive Parkway,165 Highland Dr,98109,-122.353337,47.629736,"{'longitude': '-122.353337', 'needs_recoding': False, 'latitude': '47.629736'}"
457,1137,Highland Park Playground,1100 SW Cloverdale St,98106,-122.349034,47.52738,"{'longitude': '-122.349034', 'needs_recoding': False, 'latitude': '47.52738'}"
3979,1384,Highland Place,93 Highland Dr,98109,-122.355466,47.629656,"{'longitude': '-122.355466', 'needs_recoding': False, 'latitude': '47.629656'}"
358,1093,Hing Hay Park,423 Maynard Ave S,98104,-122.325435,47.598609,"{'longitude': '-122.325435', 'needs_recoding': False, 'latitude': '47.598609'}"
4413,1389,Hitt's Hill Park,5234 37th Ave S,98118,-122.28455,47.554207,"{'longitude': '-122.28455', 'needs_recoding': False, 'latitude': '47.554207'}"
4426,1392,Homer Harris Park,2401 E Howell St,98122,-122.300994,47.617309,"{'longitude': '-122.300994', 'needs_recoding': False, 'latitude': '47.617309'}"
43,1394,Horiuchi Park,156 Boren Ave,98122,-122.318982,47.603132,"{'longitude': '-122.318982', 'needs_recoding': False, 'latitude': '47.603132'}"
3927,1396,Horton Hill Corridor,3298 36th Ave S,98144,-122.287187,47.573846,"{'longitude': '-122.287187', 'needs_recoding': False, 'latitude': '47.573846'}"
359,1397,Howell Park,1740 Howell Pl,98122,-122.280313,47.617518,"{'longitude': '-122.280313', 'needs_recoding': False, 'latitude': '47.617518'}"
4456,1398,Hubbard Homestead,11203 5th Ave NE,98125,-122.324674,47.709964,"{'longitude': '-122.324674', 'needs_recoding': False, 'latitude': '47.709964'}"
4032,2391,Hunter Boulevard,3299 Hunter Blvd S,98144,-122.285153,47.573877,"{'longitude': '-122.285153', 'needs_recoding': False, 'latitude': '47.573877'}"
439,1089,Hutchinson Playground,59th Ave S & S Norfolk St,98118,-122.260062,47.514312,"{'longitude': '-122.260062', 'needs_recoding': False, 'latitude': '47.514312'}"
3905,1399,Hyde Place,3811 E Madison St,98112,-122.282887,47.632304,"{'longitude': '-122.282887', 'needs_recoding': False, 'latitude': '47.632304'}"
4446,1400,I-5 Colonnade,1701 Lakeview Blvd E,98102,-122.323409,47.634898,"{'longitude': '-122.323409', 'needs_recoding': False, 'latitude': '47.634898'}"
3887,1821,Interbay Athletic Complex,3027 17th Ave W,98119,-122.379191,47.647239,"{'longitude': '-122.379191', 'needs_recoding': False, 'latitude': '47.647239'}"
313,1407,Interbay Golf,2501 15th Ave W,98119,-122.378455,47.643753,"{'longitude': '-122.378455', 'needs_recoding': False, 'latitude': '47.643753'}"
3023,1412,Interlaken Park,2451 Delmar Dr E,98102,-122.308316,47.636257,"{'longitude': '-122.308316', 'needs_recoding': False, 'latitude': '47.636257'}"
364,1413,International Children's Park,700 S Lane St,98104,-122.323412,47.596897,"{'longitude': '-122.323412', 'needs_recoding': False, 'latitude': '47.596897'}"
4001,1095,Inverness Ravine Park,8619 45th Ave NE,98115,-122.280809,47.691145,"{'longitude': '-122.280809', 'needs_recoding': False, 'latitude': '47.691145'}"
327,1790,Jackson Park Golf Course,1100 NE 135th St,98125,-122.319103,47.729254,"{'longitude': '-122.319103', 'needs_recoding': False, 'latitude': '47.729254'}"
1000393,0,Japanese Garden,1075 Lake Washington Blvd E,98112,-122.2952,47.627312,"{'longitude': '-122.2952', 'needs_recoding': False, 'latitude': '47.627312'}"
114,1434,Jefferson Park,3801 Beacon Ave S,98108,-122.311441,47.568067,"{'longitude': '-122.311441', 'needs_recoding': False, 'latitude': '47.568067'}"
4153,1791,Jefferson Park Golf Course,4101 Beacon Ave S,98108,-122.305242,47.567202,"{'longitude': '-122.305242', 'needs_recoding': False, 'latitude': '47.567202'}"
3121,1437,Jimi Hendrix Park,2400 S Massachusetts St,98144,-122.300842,47.588907,"{'longitude': '-122.300842', 'needs_recoding': False, 'latitude': '47.588907'}"
429,2560,"John C. Little, Sr. Park",6961 37th Ave S,98118,-122.286686,47.539048,"{'longitude': '-122.286686', 'needs_recoding': False, 'latitude': '47.539048'}"
4244,2491,Judge Charles M. Stokes Overlook,20th Ave S & S Judkins St,98144,-122.306962,47.591632,"{'longitude': '-122.306962', 'needs_recoding': False, 'latitude': '47.591632'}"
397,1097,Judkins Park and Playfield,2150 S Norman St,98144,-122.303951,47.592425,"{'longitude': '-122.303951', 'needs_recoding': False, 'latitude': '47.592425'}"
4455,1439,Junction Plaza,42nd Ave SW & SW Alaska St,98116,-122.385491,47.561204,"{'longitude': '-122.385491', 'needs_recoding': False, 'latitude': '47.561204'}"
3122,1098,Katie Black's Garden,1150 S Atlantic St,98144,-122.317642,47.590421,"{'longitude': '-122.317642', 'needs_recoding': False, 'latitude': '47.590421'}"
342,2374,Kerry Park,211 W Highland Dr,98119,-122.359874,47.629023,"{'longitude': '-122.359874', 'needs_recoding': False, 'latitude': '47.629023'}"
3880,1440,Keystone Place,5664 Keystone Pl N,98103,-122.333769,47.670304,"{'longitude': '-122.333769', 'needs_recoding': False, 'latitude': '47.670304'}"
459,1441,Kilbourne Park,9131 California Ave SW,98136,-122.388277,47.52133,"{'longitude': '-122.388277', 'needs_recoding': False, 'latitude': '47.52133'}"
4480,1099,Kingfisher Natural Area on Thornton Creek,15th Ave NE & NE 105th St,98125,-122.312411,47.704889,"{'longitude': '-122.312411', 'needs_recoding': False, 'latitude': '47.704889'}"
314,1442,Kinnear Park,899 W Olympic Pl,98119,-122.367207,47.627317,"{'longitude': '-122.367207', 'needs_recoding': False, 'latitude': '47.627317'}"
4468,1444,Kirke Park,7028 9th Ave NW,98117,-122.368021,47.680338,"{'longitude': '-122.368021', 'needs_recoding': False, 'latitude': '47.680338'}"
246,1100,Kiwanis Memorial Preserve Park,4441 Brygger Dr W,98199,-122.401004,47.66197,"{'longitude': '-122.401004', 'needs_recoding': False, 'latitude': '47.66197'}"
4429,1448,Kiwanis Memorial Preserve Park,4531 33rd Ave W,98199,-122.403237,47.660251,"{'longitude': '-122.403237', 'needs_recoding': False, 'latitude': '47.660251'}"
3915,1449,Kobe Terrace,650 Main St,98104,-122.324494,47.60042,"{'longitude': '-122.324494', 'needs_recoding': False, 'latitude': '47.60042'}"
415,1450,Kubota Garden,9817 55th Ave S,98118,-122.266125,47.513543,"{'longitude': '-122.266125', 'needs_recoding': False, 'latitude': '47.513543'}"
333,1457,Lake City Memorial Triangle,12356 Lake City Way NE,98125,-122.295266,47.718819,"{'longitude': '-122.295266', 'needs_recoding': False, 'latitude': '47.718819'}"
487,1458,Lake City Mini Park,12359 Lake City Way NE,98125,-122.295875,47.71911,"{'longitude': '-122.295875', 'needs_recoding': False, 'latitude': '47.71911'}"
4439,1459,Lake People Park (Xacua'bs),3100 S Bradford st,98108,-122.292012,47.569133,"{'longitude': '-122.292012', 'needs_recoding': False, 'latitude': '47.569133'}"
344,1460,Lake Union Park,860 Terry Ave N,98109,-122.338848,47.627015,"{'longitude': '-122.338848', 'needs_recoding': False, 'latitude': '47.627015'}"
411,1462,Lakeridge Park,10201 Holyoke Way S,98178,-122.247429,47.506033,"{'longitude': '-122.247429', 'needs_recoding': False, 'latitude': '47.506033'}"
3972,1140,Lakeridge Playfield,10145 Rainier Ave S,98178,-122.246841,47.510319,"{'longitude': '-122.246841', 'needs_recoding': False, 'latitude': '47.510319'}"
365,1463,Lakeview Park,340 37th Ave E,98112,-122.284732,47.62205,"{'longitude': '-122.284732', 'needs_recoding': False, 'latitude': '47.62205'}"
366,1464,Lakeview Place,1042 Lakeview Blvd E,98102,-122.325705,47.62939,"{'longitude': '-122.325705', 'needs_recoding': False, 'latitude': '47.62939'}"
4040,1465,Lakewood Moorage,4400 Lake Washington Blvd S,98118,-122.268295,47.562981,"{'longitude': '-122.268295', 'needs_recoding': False, 'latitude': '47.562981'}"
414,2167,Lakewood Playfield,5013 S Angeline St,98118,-122.27006,47.558831,"{'longitude': '-122.27006', 'needs_recoding': False, 'latitude': '47.558831'}"
4024,1466,Lakewood Triangle,3114 Cascadia Ave S,98144,-122.28372,47.576058,"{'longitude': '-122.28372', 'needs_recoding': False, 'latitude': '47.576058'}"
3096,0,Lambert Place,3800 E Madison St,98112,-122.283837,47.632017,"{'longitude': '-122.283837', 'needs_recoding': False, 'latitude': '47.632017'}"
3929,1468,Landing Parkway,4099 S Horton St,98144,-122.283396,47.573861,"{'longitude': '-122.283396', 'needs_recoding': False, 'latitude': '47.573861'}"
340,1142,Laurelhurst Playfield,4544 NE 41st St,98105,-122.278019,47.65989,"{'longitude': '-122.278019', 'needs_recoding': False, 'latitude': '47.65989'}"
4162,1053,Laurelhurst Triangle,3325 East Laurelhurst Dr NE,98105,-122.277487,47.652696,"{'longitude': '-122.277487', 'needs_recoding': False, 'latitude': '47.652696'}"
4482,1102,LaVilla Meadows Natural Area on Thornton Creek,Ravenna Ave NE & NE 100th St,98115,-122.299926,47.701262,"{'longitude': '-122.299926', 'needs_recoding': False, 'latitude': '47.701262'}"
316,1054,Lawton Park,4005 27th Ave W,98199,-122.391158,47.655065,"{'longitude': '-122.391158', 'needs_recoding': False, 'latitude': '47.655065'}"
367,1057,Leschi Park,201 Lakeside Ave. S,98122,-122.286548,47.600931,"{'longitude': '-122.286548', 'needs_recoding': False, 'latitude': '47.600931'}"
263,1808,Leschi-Lake Dell Natural Area,3525 E Terrace St,98122,-122.287835,47.604695,"{'longitude': '-122.287835', 'needs_recoding': False, 'latitude': '47.604695'}"
4076,1058,Lewis Park,1120 15th Ave S,98144,-122.314435,47.592857,"{'longitude': '-122.314435', 'needs_recoding': False, 'latitude': '47.592857'}"
4479,1103,Licorice Fern Natural Area on Thornton Creek,12th Ave NE & NE 130th St,98115,-122.315433,47.723106,"{'longitude': '-122.315433', 'needs_recoding': False, 'latitude': '47.723106'}"
286,1059,Licton Springs Park,9536 Ashworth Ave N,98103,-122.338735,47.698542,"{'longitude': '-122.338735', 'needs_recoding': False, 'latitude': '47.698542'}"
460,1060,Lincoln Park,8011 Fauntleroy Way SW,98136,-122.396012,47.531176,"{'longitude': '-122.396012', 'needs_recoding': False, 'latitude': '47.531176'}"
4419,1061,Linden Orchard Park,Linden Ave N & N 67th St,98103,-122.347727,47.678016,"{'longitude': '-122.347727', 'needs_recoding': False, 'latitude': '47.678016'}"
297,1064,Little Brook Park,14043 32nd Ave NE,98125,-122.294567,47.731387,"{'longitude': '-122.294567', 'needs_recoding': False, 'latitude': '47.731387'}"
301,1809,Llandover Woods Greenspace,14499 3rd Ave NW,98177,-122.364545,47.733024,"{'longitude': '-122.364545', 'needs_recoding': False, 'latitude': '47.733024'}"
264,2437,Longfellow Creek Greenspace,Delridge Way SW & SW Graham St,98106,-122.363435,47.530167,"{'longitude': '-122.363435', 'needs_recoding': False, 'latitude': '47.530167'}"
362,1066,Louisa Boren Park,1606 15th Ave E,98112,-122.311628,47.635274,"{'longitude': '-122.311628', 'needs_recoding': False, 'latitude': '47.635274'}"
461,1067,Lowman Beach Park,7017 Beach Dr SW,98136,-122.396728,47.540367,"{'longitude': '-122.396728', 'needs_recoding': False, 'latitude': '47.540367'}"
289,1146,Loyal Heights Playfield,2101 NW 77th St,98117,-122.38324,47.684106,"{'longitude': '-122.38324', 'needs_recoding': False, 'latitude': '47.684106'}"
4075,2494,Lynn Street Mini Park,2291 Fairview Ave E,98102,-122.32975,47.639849,"{'longitude': '-122.32975', 'needs_recoding': False, 'latitude': '47.639849'}"
4422,1069,MacLean Park,1922 Taylor Ave N,98109,-122.345276,47.636191,"{'longitude': '-122.345276', 'needs_recoding': False, 'latitude': '47.636191'}"
369,1071,Madison Park,4201 E Madison St,98112,-122.276602,47.635779,"{'longitude': '-122.276602', 'needs_recoding': False, 'latitude': '47.635779'}"
4441,2509,Madison Park North Beach,2300 43rd Ave E,98112,-122.276118,47.639084,"{'longitude': '-122.276118', 'needs_recoding': False, 'latitude': '47.639084'}"
4005,1471,Madrona Briar Patch,1605 Madrona Dr,98122,-122.284261,47.615231,"{'longitude': '-122.284261', 'needs_recoding': False, 'latitude': '47.615231'}"
